Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
13323,01-04-2021,8:00 AM,Andhra Pradesh,-,-,887434,7217,901989
13324,01-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,4976,62,5083
13325,01-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16845
13326,01-04-2021,8:00 AM,Assam,-,-,215445,1105,218412
13327,01-04-2021,8:00 AM,Bihar,-,-,262371,1576,265527
13328,01-04-2021,8:00 AM,Chandigarh,-,-,23702,379,26999
13329,01-04-2021,8:00 AM,Chhattisgarh,-,-,319488,4170,349187
13330,01-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3482,2,3661
13331,01-04-2021,8:00 AM,Delhi,-,-,642565,11027,662430
13332,01-04-2021,8:00 AM,Goa,-,-,55653,830,58039
13333,01-04-2021,8:00 AM,Gujarat,-,-,290569,4519,307698
13334,01-04-2021,8:00 AM,Haryana,-,-,277919,3155,290800
13335,01-04-2021,8:00 AM,Himachal Pradesh,-,-,59584,1048,63605
13336,01-04-2021,8:00 AM,Jammu and Kashmir,-,-,126435,1994,130960
13337,01-04-2021,8:00 AM,Jharkhand,-,-,120263,1113,124201
13338,01-04-2021,8:00 AM,Karnataka,-,-,956170,12567,997004
13339,01-04-2021,8:00 AM,Kerala,-,-,1094404,4621,1124584
13340,01-04-2021,8:00 AM,Lakshadweep,-,-,680,1,723
13341,01-04-2021,8:00 AM,Ladakh,-,-,9771,130,10157
13342,01-04-2021,8:00 AM,Madhya Pradesh,-,-,274429,3986,295511
13343,01-04-2021,8:00 AM,Maharashtra,-,-,2400727,54649,2812980
13344,01-04-2021,8:00 AM,Manipur,-,-,28956,374,29400
13345,01-04-2021,8:00 AM,Meghalaya,-,-,13866,150,18541
13346,01-04-2021,8:00 AM,Mizoram,-,-,4434,11,4476
13347,01-04-2021,8:00 AM,Nagaland,-,-,12136,92,12340
13348,01-04-2021,8:00 AM,Odisha,-,-,337091,1921,340917
13349,01-04-2021,8:00 AM,Puducherry,-,-,39712,682,41468
13350,01-04-2021,8:00 AM,Punjab,-,-,209034,6868,239734
13351,01-04-2021,8:00 AM,Rajasthan,-,-,321668,2818,333149
13352,01-04-2021,8:00 AM,Sikkim,-,-,6053,135,6235
13353,01-04-2021,8:00 AM,Tamil Nadu,-,-,858075,12719,886673
13354,01-04-2021,8:00 AM,Telengana,-,-,301564,1701,308776
13355,01-04-2021,8:00 AM,Tripura,-,-,33065,392,33517
13356,01-04-2021,8:00 AM,Uttarakhand,-,-,96831,1717,100411
13357,01-04-2021,8:00 AM,Uttar Pradesh,-,-,598535,8811,617194
13358,01-04-2021,8:00 AM,West Bengal,-,-,570811,10329,586915
13359,02-04-2021,8:00 AM,Andhra Pradesh,-,-,887898,7220,903260
13360,02-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,4980,62,5084
13361,02-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16845
13362,02-04-2021,8:00 AM,Assam,-,-,215479,1107,218470
13363,02-04-2021,8:00 AM,Bihar,-,-,262529,1578,266015
13364,02-04-2021,8:00 AM,Chandigarh,-,-,23925,380,27256
13365,02-04-2021,8:00 AM,Chhattisgarh,-,-,320613,4204,353804
13366,02-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3490,2,3683
13367,02-04-2021,8:00 AM,Delhi,-,-,643686,11036,665220
13368,02-04-2021,8:00 AM,Goa,-,-,55757,831,58304
13369,02-04-2021,8:00 AM,Gujarat,-,-,292584,4528,310108
13370,02-04-2021,8:00 AM,Haryana,-,-,278883,3164,292409
13371,02-04-2021,8:00 AM,Himachal Pradesh,-,-,59741,1052,64014
13372,02-04-2021,8:00 AM,Jammu and Kashmir,-,-,126549,1998,131421
13373,02-04-2021,8:00 AM,Jharkhand,-,-,120425,1114,124891
13374,02-04-2021,8:00 AM,Karnataka,-,-,957769,12585,1001238
13375,02-04-2021,8:00 AM,Kerala,-,-,1096239,4632,1127382
13376,02-04-2021,8:00 AM,Lakshadweep,-,-,688,1,726
13377,02-04-2021,8:00 AM,Ladakh,-,-,9778,130,10175
13378,02-04-2021,8:00 AM,Madhya Pradesh,-,-,276002,3998,298057
13379,02-04-2021,8:00 AM,Maharashtra,-,-,2433368,54898,2856163
13380,02-04-2021,8:00 AM,Manipur,-,-,28963,374,29401
13381,02-04-2021,8:00 AM,Meghalaya,-,-,13867,150,14067
13382,02-04-2021,8:00 AM,Mizoram,-,-,4436,11,4484
13383,02-04-2021,8:00 AM,Nagaland,-,-,12138,92,12345
13384,02-04-2021,8:00 AM,Odisha,-,-,337212,1921,341311
13385,02-04-2021,8:00 AM,Puducherry,-,-,39755,683,41728
13386,02-04-2021,8:00 AM,Punjab,-,-,211325,6926,242895
13387,02-04-2021,8:00 AM,Rajasthan,-,-,322114,2822,334499
13388,02-04-2021,8:00 AM,Sikkim,-,-,6060,135,6241
13389,02-04-2021,8:00 AM,Tamil Nadu,-,-,859709,12738,889490
13390,02-04-2021,8:00 AM,Telengana,-,-,301876,1706,309741
13391,02-04-2021,8:00 AM,Tripura,-,-,33070,392,33521
13392,02-04-2021,8:00 AM,Uttarakhand,-,-,96956,1719,100911
13393,02-04-2021,8:00 AM,Uttar Pradesh,-,-,599045,8820,619783
13394,02-04-2021,8:00 AM,West Bengal,-,-,571345,10331,588189
13395,03-04-2021,8:00 AM,Andhra Pradesh,-,-,888508,7225,904548
13396,03-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,4981,62,5084
13397,03-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16846
13398,03-04-2021,8:00 AM,Assam,-,-,215517,1107,218533
13399,03-04-2021,8:00 AM,Bihar,-,-,262733,1580,266677
13400,03-04-2021,8:00 AM,Chandigarh,-,-,24064,381,27543
13401,03-04-2021,8:00 AM,Chhattisgarh,-,-,321873,4247,357978
13402,03-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3499,2,3703
13403,03-04-2021,8:00 AM,Delhi,-,-,645770,11050,668814
13404,03-04-2021,8:00 AM,Goa,-,-,55838,832,58584
13405,03-04-2021,8:00 AM,Gujarat,-,-,294650,4539,312748
13406,03-04-2021,8:00 AM,Haryana,-,-,280074,3174,294270
13407,03-04-2021,8:00 AM,Himachal Pradesh,-,-,60026,1056,64420
13408,03-04-2021,8:00 AM,Jammu and Kashmir,-,-,126720,2003,131938
13409,03-04-2021,8:00 AM,Jharkhand,-,-,120562,1115,125585
13410,03-04-2021,8:00 AM,Karnataka,-,-,959400,12591,1006229
13411,03-04-2021,8:00 AM,Kerala,-,-,1098526,4646,1129890
13412,03-04-2021,8:00 AM,Lakshadweep,-,-,690,1,733
13413,03-04-2021,8:00 AM,Ladakh,-,-,9781,130,10189
13414,03-04-2021,8:00 AM,Madhya Pradesh,-,-,277484,4014,300834
13415,03-04-2021,8:00 AM,Maharashtra,-,-,2457494,55379,2904076
13416,03-04-2021,8:00 AM,Manipur,-,-,28975,374,29406
13417,03-04-2021,8:00 AM,Meghalaya,-,-,13868,150,14082
13418,03-04-2021,8:00 AM,Mizoram,-,-,4436,11,4487
13419,03-04-2021,8:00 AM,Nagaland,-,-,12138,92,12361
13420,03-04-2021,8:00 AM,Odisha,-,-,337430,1921,341772
13421,03-04-2021,8:00 AM,Puducherry,-,-,39837,684,41941
13422,03-04-2021,8:00 AM,Punjab,-,-,213327,6983,245768
13423,03-04-2021,8:00 AM,Rajasthan,-,-,322613,2824,335921
13424,03-04-2021,8:00 AM,Sikkim,-,-,6064,135,6245
13425,03-04-2021,8:00 AM,Tamil Nadu,-,-,861424,12750,892780
13426,03-04-2021,8:00 AM,Telengana,-,-,302207,1712,310819
13427,03-04-2021,8:00 AM,Tripura,-,-,33075,392,33523
13428,03-04-2021,8:00 AM,Uttarakhand,-,-,97150,1721,101275
13429,03-04-2021,8:00 AM,Uttar Pradesh,-,-,599827,8836,622736
13430,03-04-2021,8:00 AM,West Bengal,-,-,571895,10335,589922
13431,04-04-2021,8:00 AM,Andhra Pradesh,-,-,889295,7234,905946
13432,04-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,4987,62,5098
13433,04-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16849
13434,04-04-2021,8:00 AM,Assam,-,-,215549,1107,218601
13435,04-04-2021,8:00 AM,Bihar,-,-,262988,1582,267513
13436,04-04-2021,8:00 AM,Chandigarh,-,-,24309,382,27853
13437,04-04-2021,8:00 AM,Chhattisgarh,-,-,323201,4283,363796
13438,04-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3518,2,3719
13439,04-04-2021,8:00 AM,Delhi,-,-,648674,11060,672381
13440,04-04-2021,8:00 AM,Goa,-,-,55989,834,58803
13441,04-04-2021,8:00 AM,Gujarat,-,-,296713,4552,315563
13442,04-04-2021,8:00 AM,Haryana,-,-,281258,3184,296229
13443,04-04-2021,8:00 AM,Himachal Pradesh,-,-,60337,1060,64838
13444,04-04-2021,8:00 AM,Jammu and Kashmir,-,-,126860,2005,132439
13445,04-04-2021,8:00 AM,Jharkhand,-,-,120723,1122,126458
13446,04-04-2021,8:00 AM,Karnataka,-,-,961359,12610,1010602
13447,04-04-2021,8:00 AM,Kerala,-,-,1100186,4658,1132431
13448,04-04-2021,8:00 AM,Lakshadweep,-,-,701,1,740
13449,04-04-2021,8:00 AM,Ladakh,-,-,9790,130,10226
13450,04-04-2021,8:00 AM,Madhya Pradesh,-,-,279275,4029,303673
13451,04-04-2021,8:00 AM,Maharashtra,-,-,2495315,55656,2953523
13452,04-04-2021,8:00 AM,Manipur,-,-,28981,374,29415
13453,04-04-2021,8:00 AM,Meghalaya,-,-,13868,150,14106
13454,04-04-2021,8:00 AM,Mizoram,-,-,4439,11,4490
13455,04-04-2021,8:00 AM,Nagaland,-,-,12138,92,12362
13456,04-04-2021,8:00 AM,Odisha,-,-,337635,1921,342224
13457,04-04-2021,8:00 AM,Puducherry,-,-,39974,684,42132
13458,04-04-2021,8:00 AM,Punjab,-,-,216108,7032,248454
13459,04-04-2021,8:00 AM,Rajasthan,-,-,323031,2827,337596
13460,04-04-2021,8:00 AM,Sikkim,-,-,6068,135,6251
13461,04-04-2021,8:00 AM,Tamil Nadu,-,-,863258,12764,896226
13462,04-04-2021,8:00 AM,Telengana,-,-,302500,1717,312140
13463,04-04-2021,8:00 AM,Tripura,-,-,33075,392,33537
13464,04-04-2021,8:00 AM,Uttarakhand,-,-,97351,1725,101714
13465,04-04-2021,8:00 AM,Uttar Pradesh,-,-,600577,8850,625923
13466,04-04-2021,8:00 AM,West Bengal,-,-,572474,10340,591658
13467,05-04-2021,8:00 AM,Andhra Pradesh,-,-,890137,7239,907676
13468,05-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,4990,62,5109
13469,05-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16849
13470,05-04-2021,8:00 AM,Assam,-,-,215597,1109,218670
13471,05-04-2021,8:00 AM,Bihar,-,-,263233,1583,268377
13472,05-04-2021,8:00 AM,Chandigarh,-,-,24661,383,28194
13473,05-04-2021,8:00 AM,Chhattisgarh,-,-,326277,4319,369046
13474,05-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3538,2,3744
13475,05-04-2021,8:00 AM,Delhi,-,-,651351,11081,676414
13476,05-04-2021,8:00 AM,Goa,-,-,56156,835,59068
13477,05-04-2021,8:00 AM,Gujarat,-,-,298737,4566,318438
13478,05-04-2021,8:00 AM,Haryana,-,-,282368,3191,298133
13479,05-04-2021,8:00 AM,Himachal Pradesh,-,-,60595,1070,65242
13480,05-04-2021,8:00 AM,Jammu and Kashmir,-,-,127049,2008,133012
13481,05-04-2021,8:00 AM,Jharkhand,-,-,120872,1130,127246
13482,05-04-2021,8:00 AM,Karnataka,-,-,963419,12625,1015155
13483,05-04-2021,8:00 AM,Kerala,-,-,1102359,4668,1135233
13484,05-04-2021,8:00 AM,Lakshadweep,-,-,704,1,741
13485,05-04-2021,8:00 AM,Ladakh,-,-,9802,130,10255
13486,05-04-2021,8:00 AM,Madhya Pradesh,-,-,281476,4040,306851
13487,05-04-2021,8:00 AM,Maharashtra,-,-,2522823,55878,3010597
13488,05-04-2021,8:00 AM,Manipur,-,-,28988,374,29423
13489,05-04-2021,8:00 AM,Meghalaya,-,-,13870,150,14122
13490,05-04-2021,8:00 AM,Mizoram,-,-,4439,11,4491
13491,05-04-2021,8:00 AM,Nagaland,-,-,12138,92,12363
13492,05-04-2021,8:00 AM,Odisha,-,-,337935,1922,342695
13493,05-04-2021,8:00 AM,Puducherry,-,-,40083,684,42359
13494,05-04-2021,8:00 AM,Punjab,-,-,219063,7083,251460
13495,05-04-2021,8:00 AM,Rajasthan,-,-,323618,2829,339325
13496,05-04-2021,8:00 AM,Sikkim,-,-,6071,135,6257
13497,05-04-2021,8:00 AM,Tamil Nadu,-,-,865071,12778,899807
13498,05-04-2021,8:00 AM,Telengana,-,-,302768,1723,313237
13499,05-04-2021,8:00 AM,Tripura,-,-,33085,392,33540
13500,05-04-2021,8:00 AM,Uttarakhand,-,-,97520,1727,102264
13501,05-04-2021,8:00 AM,Uttar Pradesh,-,-,601440,8881,630059
13502,05-04-2021,8:00 AM,West Bengal,-,-,573118,10344,593615
13503,06-04-2021,8:00 AM,Andhra Pradesh,-,-,891048,7244,909002
13504,06-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5001,62,5116
13505,06-04-2021,8:00 AM,Arunachal Pradesh,-,-,16785,56,16851
13506,06-04-2021,8:00 AM,Assam,-,-,215657,1109,218740
13507,06-04-2021,8:00 AM,Bihar,-,-,263582,1586,269312
13508,06-04-2021,8:00 AM,Chandigarh,-,-,25033,384,28479
13509,06-04-2021,8:00 AM,Chhattisgarh,-,-,327689,4363,376348
13510,06-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3556,2,3770
13511,06-04-2021,8:00 AM,Delhi,-,-,654277,11096,679962
13512,06-04-2021,8:00 AM,Goa,-,-,56298,837,59315
13513,06-04-2021,8:00 AM,Gujarat,-,-,300765,4581,321598
13514,06-04-2021,8:00 AM,Haryana,-,-,283869,3199,300173
13515,06-04-2021,8:00 AM,Himachal Pradesh,-,-,60905,1076,65809
13516,06-04-2021,8:00 AM,Jammu and Kashmir,-,-,127290,2010,133454
13517,06-04-2021,8:00 AM,Jharkhand,-,-,121310,1140,128332
13518,06-04-2021,8:00 AM,Karnataka,-,-,965275,12657,1020434
13519,06-04-2021,8:00 AM,Kerala,-,-,1104225,4680,1137590
13520,06-04-2021,8:00 AM,Lakshadweep,-,-,712,1,744
13521,06-04-2021,8:00 AM,Ladakh,-,-,9810,130,10303
13522,06-04-2021,8:00 AM,Madhya Pradesh,-,-,283540,4055,310249
13523,06-04-2021,8:00 AM,Maharashtra,-,-,2549075,56033,3057885
13524,06-04-2021,8:00 AM,Manipur,-,-,28997,374,29428
13525,06-04-2021,8:00 AM,Meghalaya,-,-,13877,150,14126
13526,06-04-2021,8:00 AM,Mizoram,-,-,4444,11,4500
13527,06-04-2021,8:00 AM,Nagaland,-,-,12138,92,12365
13528,06-04-2021,8:00 AM,Odisha,-,-,338150,1922,343268
13529,06-04-2021,8:00 AM,Puducherry,-,-,40178,684,42539
13530,06-04-2021,8:00 AM,Punjab,-,-,221578,7155,254152
13531,06-04-2021,8:00 AM,Rajasthan,-,-,324145,2841,341754
13532,06-04-2021,8:00 AM,Sikkim,-,-,6071,136,6263
13533,06-04-2021,8:00 AM,Tamil Nadu,-,-,866913,12789,903479
13534,06-04-2021,8:00 AM,Telengana,-,-,303013,1729,314735
13535,06-04-2021,8:00 AM,Tripura,-,-,33091,392,33554
13536,06-04-2021,8:00 AM,Uttarakhand,-,-,97881,1729,102811
13537,06-04-2021,8:00 AM,Uttar Pradesh,-,-,602319,8894,634033
13538,06-04-2021,8:00 AM,West Bengal,-,-,573782,10348,595576
13539,07-04-2021,8:00 AM,Andhra Pradesh,-,-,891883,7251,910943
13540,07-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5010,62,5123
13541,07-04-2021,8:00 AM,Arunachal Pradesh,-,-,16786,56,16853
13542,07-04-2021,8:00 AM,Assam,-,-,215691,1111,218832
13543,07-04-2021,8:00 AM,Bihar,-,-,263849,1588,270392
13544,07-04-2021,8:00 AM,Chandigarh,-,-,25375,386,28798
13545,07-04-2021,8:00 AM,Chhattisgarh,-,-,329408,4416,386269
13546,07-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3590,2,3788
13547,07-04-2021,8:00 AM,Delhi,-,-,656617,11113,685062
13548,07-04-2021,8:00 AM,Goa,-,-,56393,838,59702
13549,07-04-2021,8:00 AM,Gujarat,-,-,302932,4598,324878
13550,07-04-2021,8:00 AM,Haryana,-,-,284984,3208,302272
13551,07-04-2021,8:00 AM,Himachal Pradesh,-,-,61416,1081,66237
13552,07-04-2021,8:00 AM,Jammu and Kashmir,-,-,127520,2012,134015
13553,07-04-2021,8:00 AM,Jharkhand,-,-,121608,1144,129596
13554,07-04-2021,8:00 AM,Karnataka,-,-,968762,12696,1026584
13555,07-04-2021,8:00 AM,Kerala,-,-,1106123,4694,1141092
13556,07-04-2021,8:00 AM,Lakshadweep,-,-,712,1,751
13557,07-04-2021,8:00 AM,Ladakh,-,-,9824,130,10353
13558,07-04-2021,8:00 AM,Madhya Pradesh,-,-,285743,4073,313971
13559,07-04-2021,8:00 AM,Maharashtra,-,-,2583331,56330,3113354
13560,07-04-2021,8:00 AM,Manipur,-,-,28998,374,29435
13561,07-04-2021,8:00 AM,Meghalaya,-,-,13881,150,14135
13562,07-04-2021,8:00 AM,Mizoram,-,-,4447,11,4508
13563,07-04-2021,8:00 AM,Nagaland,-,-,12140,92,12365
13564,07-04-2021,8:00 AM,Odisha,-,-,338416,1922,343856
13565,07-04-2021,8:00 AM,Puducherry,-,-,40317,686,42776
13566,07-04-2021,8:00 AM,Punjab,-,-,223928,7216,257057
13567,07-04-2021,8:00 AM,Rajasthan,-,-,324996,2854,343990
13568,07-04-2021,8:00 AM,Sikkim,-,-,6085,136,6286
13569,07-04-2021,8:00 AM,Tamil Nadu,-,-,868722,12804,907124
13570,07-04-2021,8:00 AM,Telengana,-,-,303298,1734,316649
13571,07-04-2021,8:00 AM,Tripura,-,-,33092,393,33575
13572,07-04-2021,8:00 AM,Uttarakhand,-,-,98259,1736,103602
13573,07-04-2021,8:00 AM,Uttar Pradesh,-,-,603495,8924,639928
13574,07-04-2021,8:00 AM,West Bengal,-,-,574504,10355,597634
13575,08-04-2021,8:00 AM,Andhra Pradesh,-,-,892736,7262,913274
13576,08-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5020,62,5131
13577,08-04-2021,8:00 AM,Arunachal Pradesh,-,-,16788,56,16861
13578,08-04-2021,8:00 AM,Assam,-,-,215722,1111,219027
13579,08-04-2021,8:00 AM,Bihar,-,-,264402,1591,271919
13580,08-04-2021,8:00 AM,Chandigarh,-,-,25688,388,29197
13581,08-04-2021,8:00 AM,Chhattisgarh,-,-,333227,4469,396579
13582,08-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3619,2,3812
13583,08-04-2021,8:00 AM,Delhi,-,-,659980,11133,690568
13584,08-04-2021,8:00 AM,Goa,-,-,56531,840,60229
13585,08-04-2021,8:00 AM,Gujarat,-,-,305149,4620,328453
13586,08-04-2021,8:00 AM,Haryana,-,-,286182,3219,304638
13587,08-04-2021,8:00 AM,Himachal Pradesh,-,-,61642,1090,66890
13588,08-04-2021,8:00 AM,Jammu and Kashmir,-,-,127774,2018,134827
13589,08-04-2021,8:00 AM,Jharkhand,-,-,121885,1151,130908
13590,08-04-2021,8:00 AM,Karnataka,-,-,971556,12731,1033560
13591,08-04-2021,8:00 AM,Kerala,-,-,1108078,4710,1144594
13592,08-04-2021,8:00 AM,Lakshadweep,-,-,716,1,770
13593,08-04-2021,8:00 AM,Ladakh,-,-,9836,130,10412
13594,08-04-2021,8:00 AM,Madhya Pradesh,-,-,287869,4086,318014
13595,08-04-2021,8:00 AM,Maharashtra,-,-,2613627,56652,3173261
13596,08-04-2021,8:00 AM,Manipur,-,-,28998,374,29447
13597,08-04-2021,8:00 AM,Meghalaya,-,-,13882,150,14140
13598,08-04-2021,8:00 AM,Mizoram,-,-,4451,11,4522
13599,08-04-2021,8:00 AM,Nagaland,-,-,12143,92,12376
13600,08-04-2021,8:00 AM,Odisha,-,-,338662,1923,344647
13601,08-04-2021,8:00 AM,Puducherry,-,-,40442,687,42949
13602,08-04-2021,8:00 AM,Punjab,-,-,226887,7278,260020
13603,08-04-2021,8:00 AM,Rajasthan,-,-,325779,2866,346791
13604,08-04-2021,8:00 AM,Sikkim,-,-,6086,136,6317
13605,08-04-2021,8:00 AM,Tamil Nadu,-,-,870546,12821,911110
13606,08-04-2021,8:00 AM,Telengana,-,-,303601,1741,319054
13607,08-04-2021,8:00 AM,Tripura,-,-,33095,393,33612
13608,08-04-2021,8:00 AM,Uttarakhand,-,-,98444,1741,104711
13609,08-04-2021,8:00 AM,Uttar Pradesh,-,-,604979,8964,645930
13610,08-04-2021,8:00 AM,West Bengal,-,-,575371,10363,600024
13611,09-04-2021,8:00 AM,Andhra Pradesh,-,-,893651,7268,915832
13612,09-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5027,62,5149
13613,09-04-2021,8:00 AM,Arunachal Pradesh,-,-,16788,56,16873
13614,09-04-2021,8:00 AM,Assam,-,-,215790,1112,219272
13615,09-04-2021,8:00 AM,Bihar,-,-,264730,1595,273830
13616,09-04-2021,8:00 AM,Chandigarh,-,-,26017,389,29521
13617,09-04-2021,8:00 AM,Chhattisgarh,-,-,334543,4563,407231
13618,09-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3631,2,3842
13619,09-04-2021,8:00 AM,Delhi,-,-,663667,11157,698005
13620,09-04-2021,8:00 AM,Goa,-,-,56638,842,60811
13621,09-04-2021,8:00 AM,Gujarat,-,-,307346,4655,332474
13622,09-04-2021,8:00 AM,Haryana,-,-,287151,3230,307510
13623,09-04-2021,8:00 AM,Himachal Pradesh,-,-,61902,1096,67511
13624,09-04-2021,8:00 AM,Jammu and Kashmir,-,-,128020,2019,135662
13625,09-04-2021,8:00 AM,Jharkhand,-,-,122383,1158,132790
13626,09-04-2021,8:00 AM,Karnataka,-,-,973949,12767,1040130
13627,09-04-2021,8:00 AM,Kerala,-,-,1110283,4728,1148947
13628,09-04-2021,8:00 AM,Lakshadweep,-,-,719,1,778
13629,09-04-2021,8:00 AM,Ladakh,-,-,9868,130,10503
13630,09-04-2021,8:00 AM,Madhya Pradesh,-,-,290165,4113,322338
13631,09-04-2021,8:00 AM,Maharashtra,-,-,2649757,57028,3229547
13632,09-04-2021,8:00 AM,Manipur,-,-,29001,375,29463
13633,09-04-2021,8:00 AM,Meghalaya,-,-,13883,151,14165
13634,09-04-2021,8:00 AM,Mizoram,-,-,4454,11,4558
13635,09-04-2021,8:00 AM,Nagaland,-,-,12143,92,12381
13636,09-04-2021,8:00 AM,Odisha,-,-,338890,1923,345526
13637,09-04-2021,8:00 AM,Puducherry,-,-,40555,687,43242
13638,09-04-2021,8:00 AM,Punjab,-,-,229367,7334,263090
13639,09-04-2021,8:00 AM,Rajasthan,-,-,326299,2866,350317
13640,09-04-2021,8:00 AM,Sikkim,-,-,6090,136,6323
13641,09-04-2021,8:00 AM,Tamil Nadu,-,-,872415,12840,915386
13642,09-04-2021,8:00 AM,Telengana,-,-,303964,1746,321182
13643,09-04-2021,8:00 AM,Tripura,-,-,33103,393,33644
13644,09-04-2021,8:00 AM,Uttarakhand,-,-,98712,1744,105498
13645,09-04-2021,8:00 AM,Uttar Pradesh,-,-,606063,9003,654404
13646,09-04-2021,8:00 AM,West Bengal,-,-,576328,10370,602807
13647,10-04-2021,8:00 AM,Andhra Pradesh,-,-,894896,7279,918597
13648,10-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5028,62,5161
13649,10-04-2021,8:00 AM,Arunachal Pradesh,-,-,16789,56,16875
13650,10-04-2021,8:00 AM,Assam,-,-,215828,1115,219553
13651,10-04-2021,8:00 AM,Bihar,-,-,265048,1598,276004
13652,10-04-2021,8:00 AM,Chandigarh,-,-,26337,393,29943
13653,10-04-2021,8:00 AM,Chhattisgarh,-,-,337156,4654,418678
13654,10-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3652,2,3884
13655,10-04-2021,8:00 AM,Delhi,-,-,668699,11196,706526
13656,10-04-2021,8:00 AM,Goa,-,-,56797,845,61239
13657,10-04-2021,8:00 AM,Gujarat,-,-,309626,4697,337015
13658,10-04-2021,8:00 AM,Haryana,-,-,289121,3241,310504
13659,10-04-2021,8:00 AM,Himachal Pradesh,-,-,62411,1103,68173
13660,10-04-2021,8:00 AM,Jammu and Kashmir,-,-,128332,2023,136470
13661,10-04-2021,8:00 AM,Jharkhand,-,-,122936,1175,134715
13662,10-04-2021,8:00 AM,Karnataka,-,-,977169,12813,1048085
13663,10-04-2021,8:00 AM,Kerala,-,-,1112758,4750,1154010
13664,10-04-2021,8:00 AM,Lakshadweep,-,-,728,1,784
13665,10-04-2021,8:00 AM,Ladakh,-,-,9932,130,10619
13666,10-04-2021,8:00 AM,Madhya Pradesh,-,-,292598,4136,327220
13667,10-04-2021,8:00 AM,Maharashtra,-,-,2695148,57329,3288540
13668,10-04-2021,8:00 AM,Manipur,-,-,29009,375,29475
13669,10-04-2021,8:00 AM,Meghalaya,-,-,13889,151,14207
13670,10-04-2021,8:00 AM,Mizoram,-,-,4457,11,4583
13671,10-04-2021,8:00 AM,Nagaland,-,-,12150,92,12388
13672,10-04-2021,8:00 AM,Odisha,-,-,339200,1924,346808
13673,10-04-2021,8:00 AM,Puducherry,-,-,40694,687,43465
13674,10-04-2021,8:00 AM,Punjab,-,-,231885,7390,266494
13675,10-04-2021,8:00 AM,Rajasthan,-,-,327304,2898,354287
13676,10-04-2021,8:00 AM,Sikkim,-,-,6092,136,6329
13677,10-04-2021,8:00 AM,Tamil Nadu,-,-,874305,12863,920827
13678,10-04-2021,8:00 AM,Telengana,-,-,304548,1752,324091
13679,10-04-2021,8:00 AM,Tripura,-,-,33104,393,33685
13680,10-04-2021,8:00 AM,Uttarakhand,-,-,99113,1749,106246
13681,10-04-2021,8:00 AM,Uttar Pradesh,-,-,606646,9039,663991
13682,10-04-2021,8:00 AM,West Bengal,-,-,577474,10378,606455
13683,11-04-2021,8:00 AM,Andhra Pradesh,-,-,895949,7291,921906
13684,11-04-2021,8:00 AM,Andaman and Nicobar Islands,-,-,5038,62,5175
13685,11-04-2021,8:00 AM,Arunachal Pradesh,-,-,16790,56,16878
13686,11-04-2021,8:00 AM,Assam,-,-,215907,1117,219958
13687,11-04-2021,8:00 AM,Bihar,-,-,265870,1604,279473
13688,11-04-2021,8:00 AM,Chandigarh,-,-,26680,396,30341
13689,11-04-2021,8:00 AM,Chhattisgarh,-,-,342139,4777,432776
13690,11-04-2021,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3667,2,4014
13691,11-04-2021,8:00 AM,Delhi,-,-,674415,11235,714423
13692,11-04-2021,8:00 AM,Goa,-,-,56964,846,61779
13693,11-04-2021,8:00 AM,Gujarat,-,-,312151,4746,342026
13694,11-04-2021,8:00 AM,Haryana,-,-,290736,3252,313441
13695,11-04-2021,8:00 AM,Himachal Pradesh,-,-,62776,1115,69114
13696,11-04-2021,8:00 AM,Jammu and Kashmir,-,-,128691,2029,137475
